pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,pred_x,pred_z,error_distance
FC,2025-04-08,89.4,2.8,6.03,"Crochet, Garrett",676391,676979,,called_strike,,,,,3,Called Strike,R,R,L,BOS,TOR,S,,,0,0,2025,-0.34,0.39,0.66,2.75,,666182.0,543807.0,2,1,Top,,,,,,,-4.592356148435875,-130.19397735602166,-2.9365406448945124,-2.858511986061066,27.2309322482536,-27.277676168899237,3.25,1.5,,,,90.1,2715.0,6.7,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.83,,,,,,,,5,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,154.0,0.006,-0.047,,,,0.047,,0,0,0.505,0.495,26,29,26,29,1,0,6,2.0,5,1,2.45,-0.34,0.34,34.4,,,,,,0.6019983887672424,2.7699947357177734,0.0613512539563745
FF,2025-04-08,94.6,2.9,5.94,"Crochet, Garrett",543807,676979,walk,ball,,,,,11,George Springer walks.,R,R,L,BOS,TOR,B,,,3,1,2025,0.49,1.39,-0.06,3.84,,666182.0,,2,1,Top,,,,,,,-8.832089978152776,-137.34203318831686,-2.787273389936616,8.345741451568681,34.71880055927422,-14.343177352790796,3.47,1.6,,,,94.3,2535.0,6.6,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.93,,0.691497,0.7,1.0,0.0,0.0,,4,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,138.0,-0.007,0.072,,,,-0.072,,0,0,0.512,0.488,26,35,26,36,1,0,6,1.0,5,1,1.2,0.49,-0.49,28.4,,,,,,0.0282772034406662,3.8738999366760254,0.09456252087345868
FF,2025-04-08,96.7,2.75,5.87,"Crochet, Garrett",543807,676979,,ball,,,,,13,Ball,R,R,L,BOS,TOR,B,,,2,1,2025,0.84,1.38,-0.87,1.67,,666182.0,,2,1,Top,,,,,,,-11.653615159037177,-140.11867308211356,-8.8023596489274,13.803074758533608,34.33162277445662,-12.041515156498964,3.52,1.58,,,,97.0,2564.0,6.9,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.62,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,84.0,-0.003,0.055,,,,-0.055,,0,0,0.515,0.485,26,35,26,36,1,0,6,1.0,5,1,1.1,0.84,-0.84,29.4,,,,,,-0.8763510584831238,1.6357481479644775,0.0348356902001292
FC,2025-04-08,89.2,2.74,6.04,"Crochet, Garrett",543807,676979,,swinging_strike,,,,,7,Swinging Strike,R,R,L,BOS,TOR,S,,,2,0,2025,-0.61,0.12,-0.38,1.81,,666182.0,,2,1,Top,,,,,,,-6.474362257713708,-129.73559676553305,-4.649965653259039,-5.412619454772624,28.209460242167847,-29.992108109071044,3.55,1.65,,,,89.8,2703.0,6.8,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.71,,,,,,,,4,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,211.0,0.002,-0.051,69.6,8.3,,0.051,,0,0,0.513,0.487,26,35,26,36,1,0,6,1.0,5,1,2.75,-0.61,0.61,34.7,20.65396186439406,-8.629023679699975,36.69474773942983,31.994216918678006,25.70192270593332,-0.41166776418685913,1.7887088060379028,0.03815969377400928
FF,2025-04-08,94.8,2.94,5.9,"Crochet, Garrett",543807,676979,,ball,,,,,2,Ball,R,R,L,BOS,TOR,B,,,1,0,2025,0.55,1.24,-0.16,3.72,,666182.0,,2,1,Top,,,,,,,-9.41994585916868,-137.68320154295478,-2.776334652741713,9.2189623060902,32.06018890136146,-15.986245580142736,3.65,1.72,,,,95.3,3503.0,6.8,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.73,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,163.0,-0.002,0.028,,,,-0.028,,0,0,0.515,0.485,26,35,26,36,1,0,6,1.0,5,1,1.31,0.55,-0.55,27.7,,,,,,-0.17864017188549042,3.7556610107421875,0.04023883317238493
FF,2025-04-08,95.3,2.72,5.91,"Crochet, Garrett",543807,676979,,ball,,,,,1,Ball,R,R,L,BOS,TOR,B,,,0,0,2025,0.55,1.44,-0.81,3.37,,666182.0,,2,1,Top,,,,,,,-10.604681353924995,-138.36395505495167,-4.280364119139361,9.509606627568497,32.39162687091508,-12.87548570673985,3.59,1.67,,,,96.0,2475.0,6.9,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.59,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,-0.001,0.019,,,,-0.019,,0,0,0.516,0.484,26,35,26,36,1,0,6,1.0,5,1,1.09,0.55,-0.55,31.0,,,,,,-0.7241878509521484,3.3429651260375977,0.08997004687324381
FC,2025-04-08,92.0,2.54,6.14,"Crochet, Garrett",623993,676979,strikeout,swinging_strike,,,,,13,Anthony Santander strikes out swinging.,R,R,L,BOS,TOR,S,2.0,,0,2,2025,-0.51,0.32,-0.59,1.16,,666182.0,,1,1,Top,,,,,,,-6.906241423039535,-133.74418910198557,-7.608291598419947,-4.82361331464363,25.68901212690168,-26.930256287678827,3.34,1.58,,,,93.2,2350.0,6.8,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.67,,0.0,0.0,1.0,0.0,0.0,,3,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,72.0,0.023,-0.185,71.5,8.1,,0.185,,0,0,0.493,0.507,26,30,26,31,1,0,6,1.0,5,1,2.35,-0.51,0.51,36.7,11.262118749912446,-16.339460306484973,32.24170782210227,31.434082218042256,33.846094497512496,-0.5914314985275269,1.0958503484725952,0.0641656214738217
FF,2025-04-08,96.7,2.9,5.92,"Crochet, Garrett",623993,676979,,swinging_strike,,,,,2,Swinging Strike,R,R,L,BOS,TOR,S,,,0,1,2025,1.14,1.57,-0.08,2.82,,666182.0,,1,1,Top,,,,,,,-10.665512610662509,-140.30306591683208,-6.297429602869532,17.631822332938434,34.89498050203909,-10.17021083146016,3.34,1.58,,,,97.3,2555.0,7.0,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.48,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,138.0,0.007,-0.052,71.9,6.5,,0.052,,0,0,0.486,0.514,26,30,26,31,1,0,6,1.0,5,1,0.9,1.14,-1.14,30.3,-0.5068202534830284,12.4217749456523,27.708565666749195,36.55819887351734,22.817000432138,-0.04040595516562462,2.844766139984131,0.04670171384499825
FF,2025-04-08,95.1,2.75,5.91,"Crochet, Garrett",623993,676979,,foul,,,,,1,Foul,R,R,L,BOS,TOR,S,,,0,0,2025,0.69,1.49,-0.34,3.23,,666182.0,,1,1,Top,,,,,,,-9.716405463285884,-138.05817663016708,-4.702025167253699,11.141553949005331,33.34242547079049,-12.22857047433022,3.34,1.58,178.0,76.8,67.0,95.3,2448.0,6.7,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.8,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,140.0,0.005,-0.038,67.7,6.7,,0.038,88.0,0,0,0.481,0.519,26,30,26,31,1,0,6,1.0,5,1,1.06,0.69,-0.69,31.5,7.659351151106731,2.275906578822555,21.0371494285283,34.394509973085206,29.8936713883335,-0.3376011848449707,3.2134876251220703,0.016685707604332554
FC,2025-04-08,89.3,2.53,6.13,"Crochet, Garrett",665489,676979,field_out,hit_into_play,,,,,13,"Vladimir Guerrero Jr. grounds out softly, second baseman Kristian Campbell to first baseman Romy Gonzalez. Bo Bichette to 2nd.",R,R,L,BOS,TOR,X,4.0,ground_ball,1,2,2025,-0.5,0.07,-0.99,1.93,,,666182.0,0,1,Top,136.26,163.41,,,,,-7.701797582477329,-129.87780779254695,-4.549242074927895,-4.171692873105193,25.38580690677266,-30.623073171826704,3.68,1.71,22.0,47.6,-1.0,90.4,2609.0,6.8,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.68,0.104,0.09,0.0,1.0,0.0,0.0,1.0,2,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,241.0,0.008,-0.258,73.2,6.9,0.111,0.258,88.0,0,0,0.473,0.527,26,26,26,26,1,0,6,1.0,5,1,2.77,-0.5,0.5,39.9,-18.4741267707773,10.27513140147182,40.25489366379802,25.00011183173602,23.777941735510275,-1.0041108131408691,1.8729764223098755,0.0587435397305796
FF,2025-04-08,96.1,2.73,6.01,"Crochet, Garrett",665489,676979,,ball,,,,,11,Ball,R,R,L,BOS,TOR,B,,,0,2,2025,0.76,1.16,-1.07,2.75,,,666182.0,0,1,Top,,,,,,,-11.837100410641828,-139.23602424850955,-5.56029277333016,12.935455953847152,36.77707493764868,-15.970581826110898,3.68,1.74,,,,95.7,2501.0,6.7,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.8,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,136.0,-0.003,0.017,,,,-0.017,,0,0,0.476,0.524,26,26,26,26,1,0,6,1.0,5,1,1.37,0.76,-0.76,33.4,,,,,,-1.2181146144866943,2.7189159393310547,0.15134119681108887
FF,2025-04-08,96.6,2.75,5.98,"Crochet, Garrett",665489,676979,,called_strike,,,,,4,Called Strike,R,R,L,BOS,TOR,S,,,0,1,2025,0.93,1.38,-0.55,2.5,,,666182.0,0,1,Top,,,,,,,-10.967598161232813,-139.9804824514903,-6.775151154163637,14.95632170336919,35.439506862298714,-12.57091847261543,3.65,1.75,,,,96.4,2524.0,6.7,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.82,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,133.0,0.007,-0.053,,,,0.053,,0,0,0.469,0.531,26,26,26,26,1,0,6,1.0,5,1,1.1,0.93,-0.93,31.4,,,,,,-0.5941914319992065,2.4793753623962402,0.048767390112932164
FF,2025-04-08,95.9,2.8,5.93,"Crochet, Garrett",665489,676979,,called_strike,,,,,7,Called Strike,R,R,L,BOS,TOR,S,,,0,0,2025,0.6,1.01,-0.34,2.41,,,666182.0,0,1,Top,,,,,,,-9.719363644281362,-139.18824434443798,-5.948277691524667,10.191261532397109,34.570681258651,-17.78621543771605,3.75,1.81,,,,96.0,2490.0,6.7,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.78,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.005,-0.043,,,,0.043,,0,0,0.464,0.536,26,26,26,26,1,0,6,1.0,5,1,1.5,0.6,-0.6,30.1,,,,,,-0.3087766170501709,2.386380672454834,0.039150635710260506
FC,2025-04-08,91.9,2.75,6.09,"Crochet, Garrett",666182,676979,single,hit_into_play,,,,,7,Bo Bichette singles on a sharp fly ball to left fielder Jarren Duran.,R,R,L,BOS,TOR,X,7.0,fly_ball,1,1,2025,-0.33,0.71,-0.35,1.97,,,,0,1,Top,42.0,112.0,,,,,-7.19956292509316,-133.7315694557593,-6.248789704994211,-2.67408054883237,25.551569150104392,-22.491595635931127,3.63,1.72,316.0,104.8,24.0,93.2,2573.0,6.8,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.71,0.6606790123456788,1.239641975308642,0.9,1.0,1.0,0.0,6.0,1,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,191.0,-0.037,0.447,73.1,8.1,2.390172839506173,-0.447,104.8,0,0,0.501,0.499,26,27,26,27,1,0,6,1.0,5,1,1.96,-0.33,0.33,35.6,18.571949754318872,-14.908046867941882,39.2702146828521,30.10008907713797,34.43916600518,-0.3913489282131195,1.97527015209198,0.04168343037042793
FF,2025-04-08,94.6,2.91,5.96,"Crochet, Garrett",666182,676979,,foul,,,,,8,Foul,R,R,L,BOS,TOR,S,,,1,0,2025,0.95,1.23,0.26,2.1,,,,0,1,Top,,,,,,,-9.059259910653331,-137.35105748680596,-7.133560904933175,14.110259907539207,32.43919013157934,-15.090853967332611,3.63,1.72,179.0,69.8,59.0,94.7,2407.0,6.6,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.88,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,122.0,0.005,-0.05,74.6,7.8,,0.05,88.0,0,0,0.496,0.504,26,27,26,27,1,0,6,1.0,5,1,1.34,0.95,-0.95,29.3,14.023712238302895,-13.616870793940414,39.53606897932232,37.45492545543128,34.3743801923881,0.30422812700271606,2.146754503250122,0.06435923237837791
FF,2025-04-08,94.1,2.71,6.01,"Crochet, Garrett",666182,676979,,ball,,,,,11,Ball,R,R,L,BOS,TOR,B,,,0,0,2025,0.84,1.28,-0.17,4.22,,,,0,1,Top,,,,,,,-9.383974628369492,-136.85109643007692,-1.7898828606483668,12.54327555232108,29.290049479411906,-15.91270603047622,3.81,1.79,,,,94.6,2397.0,6.6,778404,665966,663853,692225,608324,596115,680776,678882,608701,53.93,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,135.0,-0.004,0.041,,,,-0.041,,0,0,0.5,0.5,26,27,26,27,1,0,6,1.0,5,1,1.29,0.84,-0.84,31.8,,,,,,-0.16891169548034668,4.185511112213135,0.03450605436010415
SI,2025-04-02,96.3,2.62,5.91,"Crochet, Garrett",656775,676979,grounded_into_double_play,hit_into_play,,,,,6,"Cedric Mullins grounds into a double play, third baseman Alex Bregman to shortstop Trevor Story to first baseman Triston Casas. Ramón Urías out at 2nd. Cedric Mullins out at 1st.",R,L,L,BAL,BOS,X,5.0,ground_ball,0,1,2025,1.55,0.5,0.45,2.3,,,602104.0,1,8,Bot,108.24,171.95,,,,,-9.354115777253492,-139.88976338210287,-5.163610600900837,22.51583727582313,31.48836236890351,-24.6667684074413,3.39,1.66,6.0,90.3,-18.0,97.0,2547.0,6.8,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.75,0.109,0.117,0.0,1.0,0.0,0.0,2.0,59,2,Sinker,0,3,0,3,3,0,0,3,Strategic,Standard,131.0,-0.053,-0.278,63.1,6.0,0.121,0.278,90.3,-3,-3,0.087,0.087,26,30,26,31,3,2,6,2.0,6,1,1.97,1.55,1.55,28.3,-20.937527003947395,35.46003617290236,40.35713762754595,27.36125112108028,3.979639104106999,0.40226179361343384,2.3054487705230713,0.04804815760483933
SI,2025-04-02,94.9,2.71,5.94,"Crochet, Garrett",656775,676979,,foul,,,,,12,Foul,R,L,L,BAL,BOS,S,,,0,0,2025,1.45,0.56,1.08,2.98,,,602104.0,1,8,Bot,,,,,,,-7.557968452434019,-137.98248550360262,-3.343561103073972,20.246192795878542,30.291629716186623,-24.43567252567101,3.39,1.66,20.0,55.4,-6.0,95.4,2451.0,6.6,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.89,,,,,,,,59,1,Sinker,0,3,0,3,3,0,0,3,Strategic,Standard,135.0,-0.005,-0.04,65.9,7.2,,0.04,88.0,-3,-3,0.092,0.092,26,30,26,31,3,2,6,2.0,6,1,1.97,1.45,1.45,26.5,15.242664540984835,-3.799219175198526,31.625277214651728,19.132535307892084,25.548053811443488,1.0043129920959473,3.0079970359802246,0.08069917712806088
FF,2025-04-02,94.7,2.79,6.05,"Crochet, Garrett",622761,676979,field_out,hit_into_play,,,,,12,Jorge Mateo lines out to center fielder Ceddanne Rafaela.,R,R,L,BAL,BOS,X,8.0,line_drive,1,2,2025,0.85,0.98,0.09,3.81,,,602104.0,0,8,Bot,130.34,59.42,,,,,-8.980520471200087,-137.64480820753,-2.3638692676311632,12.68901535188331,29.01872759361387,-19.40274507692285,3.46,1.66,347.0,92.0,23.0,95.3,2452.0,6.6,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.93,0.149,0.184,0.0,1.0,0.0,0.0,3.0,58,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,139.0,-0.036,-0.164,78.5,6.9,0.284,0.164,92.0,-3,-3,0.128,0.128,26,30,26,30,3,2,6,3.0,6,4,1.56,0.85,-0.85,29.4,5.551242544276022,5.7062691420931655,17.965828133067607,36.54460434053189,24.92429981743751,0.13501669466495514,3.771397113800049,0.059301649399693644
FC,2025-04-02,89.3,2.42,6.22,"Crochet, Garrett",622761,676979,,called_strike,,,,,6,Called Strike,R,R,L,BAL,BOS,S,,,1,1,2025,-0.52,0.42,0.69,2.76,,,602104.0,0,8,Bot,,,,,,,-3.184771199547243,-130.11176830546228,-3.4376361379108507,-5.2652272652482255,26.1388483747097,-26.923248212218358,3.54,1.74,,,,90.2,2596.0,6.6,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.85,,,,,,,,58,3,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,224.0,-0.01,-0.07,,,,0.07,,-3,-3,0.138,0.138,26,30,26,30,3,2,6,3.0,6,4,2.42,-0.52,0.52,37.4,,,,,,0.5598475337028503,2.7786498069763184,0.13148186104358503
CH,2025-04-02,88.6,2.28,5.88,"Crochet, Garrett",622761,676979,,ball,,,,,14,Ball,R,R,L,BAL,BOS,B,,,0,1,2025,1.48,1.11,1.25,2.19,,,602104.0,0,8,Bot,,,,,,,-5.649231720195353,-128.73277958533012,-5.256121736517514,17.61183566730901,28.526141070824668,-18.93523766051091,3.48,1.74,,,,89.1,2071.0,6.9,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.65,,,,,,,,58,2,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,119.0,0.005,0.034,,,,-0.034,,-3,-3,0.133,0.133,26,30,26,30,3,2,6,3.0,6,4,1.82,1.48,-1.48,28.1,,,,,,1.251847267150879,2.1614534854888916,0.028606221118135048
FF,2025-04-02,96.1,2.52,6.12,"Crochet, Garrett",622761,676979,,foul,,,,,1,Foul,R,R,L,BAL,BOS,S,,,0,0,2025,0.89,1.32,-0.8,3.3,,,602104.0,0,8,Bot,,,,,,,-10.90651119183483,-139.55981968260906,-4.876094963258922,14.112570089214952,31.490823077316414,-14.026102176796805,3.46,1.66,110.0,60.4,67.0,96.9,2435.0,6.8,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.66,,,,,,,,58,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,143.0,-0.007,-0.043,70.0,6.6,,0.043,88.0,-3,-3,0.14,0.14,26,30,26,30,3,2,6,3.0,6,4,1.16,0.89,-0.89,31.7,1.0768672528787542,8.306774190934421,29.58724358442614,26.29322301599445,21.593609411114343,-0.8642940521240234,3.271806240081787,0.07020408276483964
FC,2025-04-02,89.4,2.54,6.19,"Crochet, Garrett",602104,676979,single,hit_into_play,,,,,8,Ramón Urías singles on a sharp line drive to center fielder Ceddanne Rafaela.,R,R,L,BAL,BOS,X,8.0,line_drive,2,1,2025,-0.44,0.41,0.14,2.05,,,,0,8,Bot,106.05,63.75,,,,,-4.987637186579166,-130.1665255022142,-5.177757036610432,-4.1862072248260604,23.211822518296167,-26.733681199712727,3.18,1.59,339.0,107.1,19.0,90.4,2565.0,6.5,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.98,0.5295757575757576,0.8630606060606062,0.9,1.0,1.0,0.0,6.0,57,4,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,197.0,0.048,0.392,73.5,8.0,1.5833939393939394,-0.392,107.1,-3,-3,0.092,0.092,26,31,26,31,3,2,6,2.0,6,1,2.41,-0.44,0.44,31.6,13.0913158396326,-0.6834063286658405,28.21683548437328,39.66884914334399,29.46247840617189,0.027965079993009567,2.022115707397461,0.1154528348500666
FC,2025-04-02,89.6,2.27,6.12,"Crochet, Garrett",602104,676979,,ball,,,,,13,Ball,R,R,L,BAL,BOS,B,,,1,1,2025,-0.31,0.35,-0.27,1.15,,,,0,8,Bot,,,,,,,-5.652019780094105,-130.30157921827316,-7.104771951544063,-2.492797173920158,24.98698312441593,-26.94244027972894,3.28,1.65,,,,90.3,2622.0,6.6,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.92,,,,,,,,57,3,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,211.0,0.006,0.055,,,,-0.055,,-3,-3,0.086,0.086,26,31,26,31,3,2,6,2.0,6,1,2.47,-0.31,0.31,31.7,,,,,,-0.3786778151988983,1.092492938041687,0.12295499051068699
FF,2025-04-02,95.5,2.52,6.03,"Crochet, Garrett",602104,676979,,ball,,,,,13,Ball,R,R,L,BAL,BOS,B,,,0,1,2025,0.82,1.23,-1.19,2.19,,,,0,8,Bot,,,,,,,-11.698995118822852,-138.45001805575288,-7.284826814339228,13.231493903620416,31.44888357316273,-14.751637071868608,3.27,1.7,,,,95.9,2417.0,6.7,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.75,,,,,,,,57,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,129.0,0.003,0.031,,,,-0.031,,-3,-3,0.083,0.083,26,31,26,31,3,2,6,2.0,6,1,1.29,0.82,-0.82,31.4,,,,,,-1.1461347341537476,2.1266674995422363,0.0770400360980901
FF,2025-04-02,95.2,2.45,6.02,"Crochet, Garrett",602104,676979,,foul,,,,,5,Foul,R,R,L,BAL,BOS,S,,,0,0,2025,1.09,1.29,0.21,2.63,,,,0,8,Bot,,,,,,,-8.385473746452396,-138.40547436594235,-6.228490603335528,15.836703600738009,29.02600631093605,-14.357428614101714,3.18,1.59,130.0,86.9,79.0,96.2,2401.0,6.8,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.75,,,,,,,,57,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,132.0,-0.004,-0.039,74.9,7.8,,0.039,88.0,-3,-3,0.087,0.087,26,31,26,31,3,2,6,2.0,6,1,1.22,1.09,-1.09,29.3,14.261019153472272,0.0883379470809322,25.97012538568594,40.29020721684408,29.9111902979642,0.1515805572271347,2.653373956680298,0.06292196075127132
FC,2025-04-02,88.9,2.64,6.17,"Crochet, Garrett",596142,676979,field_out,hit_into_play,,,,,8,Gary Sánchez flies out to left fielder Jarren Duran.,R,R,L,BAL,BOS,X,7.0,fly_ball,1,1,2025,-0.33,0.44,0.18,1.85,,,,2,7,Bot,80.53,73.38,,,,,-5.399797148250547,-129.34907779361188,-5.536226061896626,-2.689191529130321,24.5406669108326,-26.313256060860663,3.34,1.61,330.0,90.8,35.0,89.9,2640.0,6.7,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.81,0.033,0.056,0.0,1.0,0.0,0.0,3.0,51,3,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,244.0,-0.009,-0.244,77.5,8.1,0.107,0.244,90.8,-3,-3,0.081,0.081,26,32,26,33,3,2,6,3.0,6,3,2.42,-0.33,0.33,32.1,13.647714290068915,-19.870373652100188,36.012772130895165,37.20257062341218,43.89898343864205,0.12201221287250519,1.8936141729354858,0.07255880054679867
FC,2025-04-02,89.5,2.43,6.12,"Crochet, Garrett",596142,676979,,swinging_strike,,,,,13,Swinging Strike,R,R,L,BAL,BOS,S,,,1,0,2025,-0.24,0.61,-1.09,1.67,,,,2,7,Bot,,,,,,,-8.248081059928252,-130.16625575933836,-6.3846713059758295,-1.210712600826213,24.20457848063938,-24.10853568850506,3.34,1.61,,,,90.8,2638.0,6.8,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.67,,,,,,,,51,2,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,204.0,-0.002,-0.054,75.9,8.6,,0.054,,-3,-3,0.083,0.083,26,32,26,33,3,2,6,3.0,6,3,2.21,-0.24,0.24,34.2,27.063083808173715,-43.46302482294295,38.048921215219686,23.050913773991518,56.57148688121232,-1.1579385995864868,1.6592668294906616,0.0687812057393261
CH,2025-04-02,89.6,2.56,5.81,"Crochet, Garrett",596142,676979,,ball,,,,,14,Ball,R,R,L,BAL,BOS,B,,,0,0,2025,1.58,0.51,1.46,0.74,,,,2,7,Bot,,,,,,,-6.121437715034747,-130.12242864914828,-7.645457480402874,19.245492575151964,27.93602963565406,-24.97921049131484,3.41,1.7,,,,90.4,2236.0,6.9,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.58,,,,,,,,51,1,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,117.0,0.002,0.037,,,,-0.037,,-3,-3,0.081,0.081,26,32,26,33,3,2,6,3.0,6,3,2.35,1.58,-1.58,26.5,,,,,,1.3743231296539307,0.7200765609741211,0.08796288725886095
FC,2025-04-02,89.0,2.47,6.27,"Crochet, Garrett",657656,676979,strikeout,swinging_strike_blocked,,,,,13,Ramón Laureano strikes out swinging.,R,R,L,BAL,BOS,S,2.0,,1,2,2025,-0.59,0.16,-0.92,1.07,,,,1,7,Bot,,,,,,,-7.11268315345706,-129.317406288409,-7.076451097812529,-5.165644498225904,27.24224022546929,-29.0496381934948,3.34,1.56,,,,89.4,2657.0,6.7,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.83,,0.0,0.0,1.0,0.0,0.0,,50,4,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,249.0,-0.014,-0.18,56.2,7.8,,0.18,,-3,-3,0.095,0.095,26,30,26,31,3,2,6,2.0,6,3,2.73,-0.59,0.59,36.8,29.32642828904421,-19.94051135148994,42.302268263853335,28.480337864375784,42.34383124546935,-0.9251596331596375,1.0523052215576172,0.01843168463453755
CH,2025-04-02,89.6,2.66,5.85,"Crochet, Garrett",657656,676979,,ball,,,,,14,Ball,R,R,L,BAL,BOS,B,,,0,2,2025,1.72,0.99,1.89,2.3,,,,1,7,Bot,,,,,,,-5.5961474457624485,-130.31125664786208,-4.857856759842072,20.706730861067697,30.205085622403317,-20.01760053492997,3.37,1.62,,,,89.9,2113.0,6.7,778483,657136,671213,692225,608324,596115,680776,678882,677800,53.76,,,,,,,,50,3,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,119.0,0.002,0.017,,,,-0.017,,-3,-3,0.093,0.093,26,30,26,31,3,2,6,2.0,6,3,1.87,1.72,-1.72,25.8,,,,,,1.8885738849639893,2.3379533290863037,0.037980113122912315
